Car,Model,Mode,Driven (km),Fuel,Horse Power,Location,Price (Rs : lacs)
Honda C,2013,Automatic,"122,000",Petrol,4600,Lahore,PKR 3 crore
Honda N ,2008,Manual,123,Petrol,1000,Lahore,PKR 8.95 lacs
Suzuki Cul,2021,Automatic,"27,000",Petrol,1300,Lahore,PKR 42 lacs
Suzuki Wagon R  2023 VXR ,2018,Automatic,"115,000",Petrol,1800,Lahore,PKR 51 lacs
Hyundai Elantra  2022 GL ,2015,Manual,"125,000",Petrol,1300,Lahore,PKR 33 lacs
Hyundai Elantra  2017  ,2022,Manual,"21,412",Petrol,1000,Lahore,PKR 37.3 lacs
Hyundai Elantra  2021 GLS ,2018,Automatic,"122,218",Hybrid,1500,Lahore,PKR 62.5 lacs
Hyundai Elantra  2023 GLS ,1990,Manual,"300,000",Petrol,1300,Lahore,PKR 7 lacs
Hyundai Elantra  2023 GLS ,2011,Manual,"114,000",Petrol,1300,Lahore,PKR 23 lacs
Suzuki Every Wagon  2019 PZ Turbo Special ,2015,Automatic,"70,000",Petrol,660,Lahore,PKR 27.75 lacs
Toyota Land Cruiser  2008 AX G Selection ,2005,Manual,"65,000",Petrol,1000,Lahore,PKR 5.95 lacs
Toyota Land Cruiser  2019 ZX ,2020,Automatic,"42,000",Hybrid,1200,Lahore,PKR 68.5 lacs
Honda Civic  2006 VTi Oriel UG 1.6 ,1996,Manual,"10,000",Petrol,1300,Lahore,PKR 5.3 lacs
Honda Civic 11th Generation 2024 RS ,2003,Automatic,"200,000",Petrol,1500,Lahore,PKR 11.8 lacs
Toyota Corolla  2020 Altis Grande CVT-i 1.8 ,2021,Automatic,"18,000",Petrol,660,Lahore,PKR 34.8 lacs
Honda Vezel  2016 Hybrid Z Honda Sensing  ,2020,Automatic,"25,000",Petrol,660,Lahore,PKR 35.5 lacs
MG 4  2023 Essence ,2007,Automatic,"120,202",Petrol,1800,Lahore,PKR 26 lacs
Suzuki Mehran  2017 VX Euro II ,2014,Manual,"132,000",Petrol,1800,Lahore,PKR 27.5 lacs
Suzuki Every 11th Generation (JDM) 2024 PC ,2013,Manual,"150,000",Petrol,1300,Lahore,PKR 24.5 lacs
Toyota Raize  2020 Z ,2005,Automatic,"212,800",Petrol,1300,Lahore,PKR 18 lacs
Honda N One  2022 Premium Tourer ,2021,Automatic,"35,000",Petrol,1500,Lahore,Call
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition ,2020,Automatic,"19,000",Petrol,660,Lahore,PKR 34.5 lacs
Toyota Yaris Hatchback  2021  ,2023,Automatic,"11,000",Petrol,0.0,Lahore,PKR 86 lacs
Toyota Fortuner  2021 2.8 Sigma 4 ,2020,Automatic,"27,000",Petrol,660,Lahore,PKR 36.75 lacs
Toyota Land Cruiser  2016 ZX ,2011,Automatic,"81,000",Petrol,2700,Lahore,PKR 1.79 crore
Honda City  2019 Aspire Prosmatec 1.5 i-VTEC ,2019,Automatic,"19,200",Petrol,660,Lahore,PKR 28.75 lacs
Daihatsu Mira  2017 G Smart Drive Package ,2021,Automatic,"10,700",Hybrid,659,Lahore,PKR 37.95 lacs
Honda City 5th Generation 2017 1.3 i-VTEC Prosmatec ,2020,Automatic,98,Petrol,1000,Lahore,PKR 46.95 lacs
Suzuki Hustler  2021  ,2021,Automatic,"26,000",Diesel,2800,Lahore,PKR 1.27 crore
Daihatsu Cast  2021 Activa X SA III ,2002,Automatic,"138,000",Petrol,2500,Lahore,Call
Suzuki Alto  2022 VXL AGS ,2021,Automatic,"42,000",Petrol,1300,Lahore,PKR 44 lacs
Suzuki Cultus  2013 EURO II ,2021,Automatic,"23,136",Petrol,1500,Lahore,PKR 74 lacs
Honda Insight  2020 EX Black Style ,2013,Manual,"95,000",Petrol,1000,Lahore,PKR 14.25 lacs
Suzuki Cultus  2013 EURO II ,2017,Automatic,"100,000",Petrol,1300,Lahore,PKR 38.9 lacs
Haval H6  2022 1.5T ,2021,Automatic,"35,000",Petrol,1500,Lahore,PKR 37 lacs
Suzuki Alto  2022 VXL AGS ,2004,Manual,"177,407",Petrol,1300,Lahore,PKR 13 lacs
Suzuki Wagon R  2021 Hybrid FX ,2020,Automatic,"66,000",Petrol,1800,Lahore,PKR 59 lacs
Toyota Land Cruiser 100 Series 2001 Cygnus ,2017,Automatic,"69,000",Petrol,1800,Lahore,PKR 51.5 lacs
Toyota Land Cruiser  1999 VX Limited 4.7 ,2014,Automatic,"185,000",Petrol,1800,Lahore,PKR 39 lacs
Hyundai Sonata  2023 2.5 ,2017,Manual,"81,000",Petrol,1300,Lahore,PKR 40 lacs
KIA Sport,2014,Manual,"145,413",Petrol,1300,Lahore,PKR 27 lacs
Audi,2015,Automatic,"57,000",Hybrid,1500,Lahore,PKR 44 lacs
Toyota Ya,2008,Manual,"710,000",Petrol,800,Lahore,PKR 11.5 lacs
Honda C,2019,Automatic,"73,412",Petrol,1500,Lahore,PKR 39.75 lacs
Suzuki Cul,2023,Automatic,560,Petrol,1497,Lahore,PKR 59 lacs
Toyota Coro,2020,Automatic,"38,000",Hybrid,660,Lahore,PKR 42.9 lacs
Toyota Pr,2011,Automatic,"68,000",Petrol,2700,Lahore,PKR 1.65 crore
Honda C,2022,Automatic,"20,000",Petrol,1600,Lahore,PKR 95 lacs
Honda N ,2022,Automatic,"27,000",Petrol,2500,Lahore,PKR 99.5 lacs
Suzuki Cul,2022,Automatic,"45,000",Petrol,1500,Lahore,PKR 76.75 lacs
Land Rover Defender  2004 110 ,2020,Automatic,"34,000",Petrol,2000,Lahore,Call
Toyota Land Cruiser  2017 ZX ,2018,Automatic,"65,000",Petrol,1800,Lahore,PKR 52.5 lacs
Toyota Corolla  2018 Altis Automatic 1.6 ,2020,Automatic,"31,000",Hybrid,660,Lahore,PKR 34.6 lacs
Honda Civic  2021 Oriel 1.8 i-VTEC CVT ,2022,Manual,"30,000",Petrol,660,Lahore,PKR 25.25 lacs
Toyota Corolla  2019 XLi Automatic ,2013,Automatic,"100,400",Petrol,1800,Lahore,PKR 36 lacs
Honda City 6th Generation 2022 1.2L CVT ,2011,Manual,"59,000",Petrol,660,Lahore,PKR 35 lacs
Toyota Prado 120 Series 2007 TX Limited 3.0D ,2020,Manual,"7,000",Petrol,800,Lahore,PKR 17.5 lacs
Honda Civic 11th Generation 2023 RS ,2018,Manual,"53,000",Petrol,1300,Lahore,PKR 33.5 lacs
Suzuki Swift  2018 RS 1.0 ,2020,Automatic,"17,700",Hybrid,660,Lahore,PKR 33 lacs
Honda Civic  2017 1.8 i-VTEC CVT ,2022,Automatic,"12,000",Petrol,1500,Lahore,PKR 72.5 lacs
Toyota MR2  2001 Spyder ,2014,Automatic,"98,000",Hybrid,1500,Lahore,PKR 45.45 lacs
Honda N One  2013 Premium ,2007,Automatic,"121,000",Petrol,1500,Lahore,PKR 26.75 lacs
Toyota Hilux  2012 D-4D Automatic ,2021,Automatic,"9,611",Petrol,1500,Lahore,PKR 72.5 lacs
Daihatsu Mira  2017 L SA ,2018,Automatic,"81,000",Diesel,2800,Lahore,PKR 99.5 lacs
Nissan Dayz  2020 Highway star X ,2016,Manual,"110,000",Petrol,1500,Lahore,PKR 30.75 lacs
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC ,2020,Automatic,"15,000",Hybrid,1500,Lahore,PKR 78.5 lacs
Honda Civic  2021 Oriel 1.8 i-VTEC CVT ,2020,Automatic,"19,950",Hybrid,1500,Lahore,PKR 76.5 lacs
BMW 7 Series  2023 i7 xDrive60 Excellence ,2015,Automatic,"99,000",Petrol,1800,Lahore,PKR 89 lacs
Toyota Corolla  2020 Altis Grande CVT-i 1.8 ,2011,Automatic,"77,000",Petrol,1800,Lahore,PKR 47 lacs
Toyota Prado  2010  ,2016,Automatic,"125,000",Petrol,660,Lahore,PKR 25.75 lacs
Suzuki Hustler  2023  ,2016,Manual,"81,000",Petrol,1300,Lahore,PKR 31 lacs
Toyota Land Cruiser  2008 AX G Selection ,2001,Manual,"60,000",Petrol,1000,Lahore,PKR 7.85 lacs
Suzuki Bolan  2018 VX Euro II ,2015,Automatic,"116,000",Petrol,1800,Lahore,PKR 37 lacs
MG HS  2021 Trophy ,2021,Automatic,"22,000",Diesel,2800,Lahore,PKR 1.6 crore
Honda City 5th Generation 2018 1.3 i-VTEC Prosmatec ,2022,Automatic,"36,000",Petrol,2500,Lahore,PKR 1.05 crore
Suzuki Liana  2006  ,2021,Automatic,"15,000",Hybrid,660,Lahore,PKR 43.5 lacs
Changan Oshan X7  2023 Comfort ,2004,Automatic,"155,000",Petrol,1600,Lahore,PKR 19 lacs
Daihatsu Mira  2021 L ,1994,Automatic,"178,500",Petrol,1500,Lahore,PKR 15.35 lacs
Daihatsu Mira  2013 ES ,2021,Automatic,"65,000",Petrol,1500,Lahore,PKR 53.9 lacs
KIA Sportage  2022 FWD ,2012,Automatic,"95,000",Petrol,1800,Lahore,PKR 87 lacs
Daihatsu Move Latte  2013  ,2010,Manual,"125,000",Diesel,3000,Lahore,PKR 46.75 lacs
Toyota Corolla  2023 Altis 1.6 X CVT-i ,2012,Automatic,"111,111",Hybrid,1800,Lahore,PKR 43.8 lacs
Honda Civic  2019 Oriel 1.8 i-VTEC CVT ,2020,Automatic,"13,473",Hybrid,1500,Lahore,Call
Toyota Prado  2017 TX 2.7 ,2014,Manual,"70,000",Petrol,1000,Lahore,PKR 11.2 lacs
Honda Vezel  2016 Hybrid RS Honda Sensing  ,by,Petrol,PakWheels,2016,"3,277",Managed,PKR 16.5 lacs
Honda Civic 11th Generation 2022 RS ,2019,Manual,"100,000",Petrol,1000,Lahore,PKR 20.5 lacs
Honda Vezel  2016 Hybrid RS Honda Sensing  ,2011,Automatic,"110,619",Petrol,1000,Lahore,PKR 25 lacs
KIA Sport,2016,Manual,"163,000",Petrol,1300,Lahore,PKR 30.5 lacs
Audi,2020,Automatic,"59,000",Petrol,660,Lahore,PKR 25.2 lacs
Toyota Ya,2024,Automatic,25,Petrol,1800,Lahore,PKR 77.81 lacs
Honda C,2023,Automatic,"4,999",Petrol,2000,Lahore,PKR 72 lacs
Suzuki Cul,2006,Automatic,"180,000",Petrol,1000,Lahore,PKR 18.8 lacs
Toyota Coro,2018,Automatic,"137,599",Hybrid,0.0,Lahore,PKR 56.5 lacs
Toyota Pr,2023,Automatic,"2,700",Petrol,0.0,Lahore,PKR 48.5 lacs
Honda C,2024,Automatic,1,Petrol,1500,Lahore,Call
Honda N ,2012,Automatic,"91,000",Petrol,1800,Lahore,PKR 33.95 lacs
Suzuki Cul,2012,Manual,"90,000",Petrol,1000,Lahore,PKR 13.8 lacs
Honda Vezel  2016 Hybrid RS Honda Sensing  ,2022,Automatic,"14,905",Petrol,1500,Lahore,PKR 49.5 lacs
KIA Sportage  2021 AWD ,2023,Manual,"8,000",Petrol,800,Lahore,PKR 15.5 lacs
Toyota Prado  2011 TX 2.7 ,2021,Automatic,"42,515",Petrol,1600,Lahore,PKR 53.95 lacs
Hyundai Sonata  2022 2.5 ,2018,Automatic,"29,792",Hybrid,1800,Lahore,PKR 87.99 lacs
Toyota Corolla  2019 XLi VVTi ,2012,Automatic,"163,000",Hybrid,1800,Lahore,PKR 45.5 lacs
Toyota Hilux  2021 Revo V Automatic 2.8 ,2011,Manual,"425,000",Petrol,1300,Lahore,PKR 24.95 lacs
Toyota Camry XV50 2014 Up-Spec Automatic 2.4 ,2018,Automatic,"60,000",Hybrid,1500,Lahore,PKR 79.5 lacs
Hyundai Tucson  2020 AWD A/T Ultimate ,2020,Automatic,"61,000",Petrol,1000,Lahore,PKR 28.5 lacs
Honda Fit  2014  ,2021,Automatic,"29,000",Petrol,1500,Lahore,PKR 68 lacs
Toyota Yaris  2021 GLI CVT 1.3 ,2020,Manual,"43,000",Petrol,660,Lahore,PKR 21 lacs
Toyota Prado  2015 TX 2.7 ,2005,Automatic,"90,000",Petrol,660,Lahore,PKR 20 lacs
KIA Sportage  2021 AWD ,2023,Automatic,"4,000",Diesel,2800,Lahore,PKR 2.03 crore
Suzuki Cultus  2014 EURO II ,2006,Automatic,"143,000",Petrol,3500,Lahore,PKR 89 lacs
Suzuki Wagon R  2016 VXL ,2020,Automatic,"95,541",Petrol,1600,Lahore,PKR 52 lacs
Toyota Corolla  2019 GLi Automatic 1.3 VVTi ,2021,Automatic,"47,000",Petrol,1800,Lahore,PKR 64.5 lacs
Honda Civic  2003 VTi 1.6 ,2020,Automatic,"35,000",Petrol,1000,Lahore,PKR 37.9 lacs
Honda City  2013 1.3 i-VTEC ,2018,Automatic,"37,000",Petrol,4600,Lahore,PKR 4.7 crore
Suzuki Swift  2019 DLX 1.3 Navigation  ,2017,Manual,1,Petrol,1000,Lahore,PKR 10.5 lacs
Audi Q7  2011 3.0 TDI ,2005,Manual,"225,000",Petrol,1300,Lahore,PKR 10.75 lacs
Suzuki Swift  2021 DLX Automatic 1.3 Navigation ,2010,Automatic,"77,000",Petrol,1000,Lahore,PKR 28 lacs
Toyota Corolla Cross  2024 1.8 HEV X ,2011,Manual,"194,640",Petrol,1300,Lahore,PKR 23.3 lacs
Honda City  2005 i-DSI Vario ,2003,Manual,"100,000",Petrol,800,Lahore,PKR 4.7 lacs
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior ,2020,Automatic,"64,500",Hybrid,1800,Lahore,PKR 1.24 crore
Toyota Corolla  2015 Altis 1.8 ,2013,Automatic,"185,000",Petrol,1500,Lahore,PKR 28.75 lacs
Honda Civic  2018 Oriel 1.8 i-VTEC CVT ,2021,Manual,"28,400",Petrol,1300,Lahore,PKR 40.9 lacs
Honda City 6th Generation 2021 1.2L CVT ,2014,Manual,"125,000",Petrol,1300,Lahore,PKR 25.5 lacs
Suzuki Cultus  2016 Limited Edition ,2020,Manual,"29,500",Petrol,1300,Lahore,PKR 40 lacs
Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC ,2001,Manual,"12,345",Petrol,1000,Lahore,PKR 6.4 lacs
Toyota Corolla  2008 GLi 1.3 VVTi ,2016,Automatic,"95,000",Hybrid,1198,Lahore,PKR 43.8 lacs
Toyota Corolla  2010 GLi 1.3 VVTi ,2021,Automatic,"28,500",Petrol,2000,Lahore,PKR 74.5 lacs
KIA Picanto  2022 1.0 AT ,2005,Manual,"99,999",Petrol,1300,Lahore,PKR 12.5 lacs
KIA Picanto  2022 1.0 AT ,2020,Automatic,"38,000",Petrol,660,Lahore,PKR 35.75 lacs
Suzuki Spacia  2016  ,2020,Automatic,"18,000",Petrol,996,Lahore,PKR 60.95 lacs
Toyota Corolla  2015 Altis Grande CVT-i 1.8 ,2020,Automatic,"2,900",Petrol,4600,Lahore,PKR 5.89 crore
Suzuki Cultus  2019 VXL ,2017,Automatic,"51,000",Petrol,4600,Lahore,PKR 4.25 crore
Porsche Cayenne  2015 S E-Hybrid ,2022,Automatic,"2,000",Petrol,1496,Lahore,PKR 3.65 crore
Honda Civic 11th Generation 2022 RS ,2018,Automatic,"23,000",Hybrid,3500,Lahore,PKR 3.79 crore
KIA Sport,2022,Automatic,"1,500",Petrol,3000,Lahore,Call
Audi,2018,Automatic,"21,000",Petrol,1500,Lahore,PKR 84.9 lacs
Toyota Ya,2022,Automatic,"28,000",Petrol,1500,Lahore,PKR 78.75 lacs
Honda C,2000,Manual,"192,556",Petrol,800,Lahore,PKR 7.5 lacs
Suzuki Cul,2018,Automatic,"157,000",Hybrid,1500,Lahore,PKR 58.9 lacs
Toyota Coro,2016,Automatic,"68,000",Petrol,4600,Lahore,PKR 4.22 crore
Toyota Pr,2019,Automatic,"23,500",Petrol,996,Lahore,PKR 65.75 lacs
Honda C,2013,Automatic,"100,000",Petrol,660,Lahore,PKR 20 lacs
Honda N ,2015,Manual,"72,000",Petrol,796,Lahore,PKR 10.25 lacs
Suzuki Cul,2022,Automatic,"17,000",Petrol,1800,Lahore,PKR 68.5 lacs
Haval Jolion  2022 Top ,2006,Manual,"55,000",Petrol,1000,Lahore,PKR 7.85 lacs
Toyota Prado  2018 TX 2.7 ,2006,Automatic,"123,456",Petrol,1500,Lahore,PKR 19 lacs
KIA Sorento  2021 3.5 FWD ,2022,Automatic,"45,000",Petrol,1500,Lahore,PKR 78 lacs
KIA Sportage  2021 Alpha ,2019,Manual,"146,800",Petrol,1300,Lahore,PKR 38 lacs
Honda Civic  2020 Oriel 1.8 i-VTEC CVT ,2020,Automatic,"85,000",Petrol,1500,Lahore,PKR 39 lacs
Honda City  2015 Aspire Prosmatec 1.3 i-VTEC ,2019,Automatic,"41,000",Petrol,2700,Lahore,PKR 1.34 crore
Toyota Aqua  2019 L ,2022,Automatic,"35,000",Petrol,2000,Lahore,PKR 59 lacs
Suzuki Cultus  2020 VXL ,2004,Manual,"100,000",Petrol,1000,Lahore,PKR 8.5 lacs
Toyota Prado  2012 TX L Package 2.7 ,2016,Manual,"75,000",Petrol,1300,Lahore,PKR 29.95 lacs
Toyota Yaris Hatchback  2020  ,2020,Automatic,"25,000",Petrol,660,Lahore,PKR 26.5 lacs
Toyota Vitz  2018 Jewela Smart Stop Package 1.0 ,2022,Automatic,"24,000",Petrol,2500,Lahore,PKR 1.04 crore
Suzuki Cultus  2022 VXL ,2010,Manual,"300,000",Petrol,1300,Lahore,PKR 20.95 lacs
Daihatsu Mira  2019 L ,2018,Manual,"93,000",Petrol,1300,Lahore,PKR 31 lacs
Toyota Vitz  2007 F 1.0 ,2012,Automatic,"127,000",Petrol,1000,Lahore,PKR 21.45 lacs
Honda BR-V  2018 i-VTEC ,2023,Automatic,"18,000",Petrol,1800,Lahore,PKR 76 lacs
Toyota Corona  1983  ,2022,Automatic,"28,000",Petrol,1500,Lahore,PKR 48.5 lacs
Honda City 5th Generation 2016 1.3 i-VTEC Prosmatec ,2015,Automatic,"110,000",Hybrid,1500,Lahore,PKR 37 lacs
Suzuki Wagon R  2020 Hybrid FX ,1986,Manual,"115,000",Petrol,1000,Lahore,PKR 13.5 lacs
Suzuki Cultus  2019 VXR ,2021,Automatic,"50,500",Petrol,1500,Lahore,PKR 54.5 lacs
Mitsubishi Ek Wagon  2019 E ,2020,Automatic,"26,000",Petrol,660,Lahore,PKR 32.75 lacs
Daihatsu Mira  2020 L ,2015,Automatic,"150,000",Petrol,1300,Lahore,PKR 36.2 lacs
Daihatsu Cast  2021 Style G SA III ,2019,Manual,"25,000",Petrol,800,Lahore,PKR 14.25 lacs
Toyota Vitz  2010 F 1.0 ,2018,Automatic,"25,000",Hybrid,1500,Lahore,PKR 75.5 lacs
Toyota Corolla  2018 GLi 1.3 VVTi ,2021,Automatic,"15,000",Petrol,660,Lahore,PKR 37.5 lacs
Honda N Wgn  2014 Custom G L Package ,2019,Automatic,"23,000",Petrol,1000,Lahore,PKR 56.75 lacs
Toyota Vitz  2013 F Limited II 1.0 ,2021,Automatic,"27,000",Hybrid,1000,Lahore,PKR 48.9 lacs
Suzuki Wagon R  2007 FX Limited II ,2020,Automatic,"10,781",Petrol,996,Lahore,PKR 41.75 lacs
Toyota Fortuner  2021 2.8 Sigma 4 ,2024,Automatic,36,Petrol,3500,Lahore,PKR 1.05 crore
Toyota Corolla  2022 Altis X Automatic 1.6 ,2015,Manual,"106,000",Petrol,1500,Lahore,PKR 29.95 lacs
Nissan Moco  2007 G Four ,2021,Automatic,"9,800",Petrol,660,Lahore,PKR 34.5 lacs
Honda City  2018 1.3 i-VTEC ,2022,Automatic,"25,000",Petrol,1300,Lahore,PKR 46 lacs
Suzuki Mehran  2013 VX Euro II ,2021,Manual,"22,000",Petrol,1000,Lahore,PKR 33.5 lacs
Toyota Corolla  2022 Altis X Automatic 1.6 ,2022,Automatic,"13,700",Petrol,1000,Lahore,PKR 33.35 lacs
Honda City 5th Generation 2018 1.3 i-VTEC ,2020,Automatic,"34,000",Petrol,1000,Lahore,PKR 52.5 lacs
Suzuki Wagon R  2018 VXL ,2020,Automatic,"39,400",Petrol,1500,Lahore,PKR 44.1 lacs
Honda Insight  2021 EX ,2002,Manual,"225,000",Petrol,1300,Lahore,PKR 9 lacs
Toyota C-HR  2017 G ,2019,Automatic,"50,000",Petrol,1500,Lahore,PKR 77.5 lacs
KIA Sport,2009,Automatic,"200,000",Petrol,660,Lahore,PKR 19.95 lacs
Audi,2021,Automatic,"40,000",Petrol,2000,Lahore,PKR 77 lacs
Toyota Ya,2015,Automatic,"103,000",Petrol,4000,Lahore,PKR 3.65 crore
Honda C,2007,Manual,"215,000",Petrol,800,Lahore,PKR 8.4 lacs
Suzuki Cul,2014,Automatic,"118,000",Petrol,1800,Lahore,PKR 36 lacs
Toyota Coro,2011,Manual,"40,000",Petrol,800,Lahore,PKR 6.6 lacs
Toyota Pr,2013,Manual,"150,000",Petrol,1300,Lahore,PKR 24.5 lacs
Honda C,2018,Automatic,"75,000",Petrol,996,Lahore,PKR 38.5 lacs
Honda N ,2005,Automatic,"212,800",Petrol,1300,Lahore,PKR 18 lacs
Suzuki Cul,2012,Automatic,"86,000",Petrol,4600,Lahore,PKR 3.45 crore
Honda Civic Rebirth 2012 VTi Prosmatec 1.8 i-VTEC ,2021,Automatic,"40,000",Petrol,1800,Lahore,PKR 79 lacs
Honda Civic Rebirth 2012 Oriel Prosmatec UG ,2017,Manual,"47,000",Petrol,1000,Lahore,PKR 16.5 lacs
Nissan Sunny  2005 EX Saloon 1.3 (CNG) ,2022,Automatic,"19,000",Petrol,1500,Lahore,PKR 48.5 lacs
Toyota Land Cruiser  2008 AX G Selection ,2021,Automatic,"35,000",Petrol,1500,Lahore,Call
Toyota Fortuner  2021 2.7 G ,2019,Automatic,"41,000",Petrol,1500,Lahore,PKR 85 lacs
Honda N Wgn  2014 Custom G ,1993,Automatic,"257,595",Petrol,1300,Lahore,PKR 9 lacs
Honda Civic  2020 Oriel 1.8 i-VTEC CVT ,2019,Automatic,"71,000",Petrol,1500,Lahore,PKR 65 lacs
Toyota Yaris  2023 GLI MT 1.3 ,2008,Manual,"185,000",Petrol,1000,Lahore,PKR 9.1 lacs
Toyota Corolla  2012 XLi VVTi Limited Edition ,2020,Automatic,"19,000",Petrol,660,Lahore,PKR 34.5 lacs
Honda City  2022 1.5L ASPIRE CVT ,2002,Manual,"123,456",Petrol,800,Lahore,PKR 5.45 lacs
Honda Civic 11th Generation 2022 Oriel ,2004,Manual,"200,000",Petrol,1000,Lahore,PKR 10.5 lacs
Suzuki Jimny  2014  ,2018,Automatic,"46,000",Diesel,2800,Lahore,PKR 1.35 crore
Mitsubishi Pajero  1989  ,2022,Manual,"24,613",Petrol,660,Lahore,PKR 24.45 lacs
Suzuki Wagon R  2017 VXL ,2019,Automatic,"177,000",Petrol,1800,Lahore,PKR 52.5 lacs
Suzuki Cultus  2008 VXLi ,2024,Automatic,30,Hybrid,1800,Lahore,Call
Mercedes Benz EQC  2020 400 4MATIC ,2017,Automatic,"45,000",Hybrid,1500,Lahore,PKR 54.5 lacs
Suzuki Cultus  2011 VXRi (CNG) ,2005,Automatic,"104,000",Petrol,3000,Lahore,PKR 44.85 lacs
Honda Civic  2020 1.5 RS Turbo ,2017,Automatic,"71,000",Petrol,1800,Lahore,PKR 48.5 lacs
Hyundai Santro  2005 Exec ,2022,Automatic,"25,000",Petrol,1500,Lahore,PKR 77.5 lacs
Suzuki Alto  2022 VXR ,2022,Automatic,"19,000",Petrol,660,Lahore,PKR 28 lacs
Honda City  2018 1.3 i-VTEC Prosmatec ,2022,Automatic,"8,500",Petrol,2700,Lahore,Call
Mercedes Benz EQS  2022  ,2023,Automatic,"7,000",Diesel,2800,Lahore,Call
Honda City  2020 Aspire Prosmatec 1.5 i-VTEC ,2022,Automatic,"27,500",Petrol,1497,Lahore,PKR 52.9 lacs
Honda Civic  2018 Oriel 1.8 i-VTEC CVT ,2017,Automatic,"72,000",Petrol,660,Lahore,PKR 27.5 lacs
Toyota Vitz  2012 F 1.0 ,2021,Automatic,"41,000",Petrol,1800,Lahore,PKR 61.5 lacs
Honda Civic Reborn 2007 VTi Prosmatec 1.8 i-VTEC ,2015,Automatic,"88,000",Petrol,1000,Lahore,PKR 30.2 lacs
Daihatsu Mira  2020 L ,2008,Automatic,"90,000",Petrol,1600,Lahore,PKR 13.7 lacs
Daihatsu Mira  2021  ,2023,Automatic,"11,000",Petrol,0.0,Lahore,PKR 86 lacs
Honda Civic  2021 Oriel 1.8 i-VTEC CVT ,2018,Automatic,"110,500",Petrol,1500,Lahore,PKR 41.95 lacs
Honda Civic  2022 Oriel 1.8 i-VTEC CVT ,2018,Automatic,"35,000",Petrol,2700,Lahore,PKR 3.05 crore
Honda Vezel  2018 Hybrid Z Honda Sensing  ,2009,Manual,"85,433",Petrol,1000,Lahore,PKR 14.5 lacs
Mitsubishi EK X  2022 Sports ,2020,Automatic,"27,000",Petrol,660,Lahore,PKR 36.75 lacs
Suzuki Mehran  2019 VXR Euro II ,2015,Automatic,"115,000",Petrol,658,Lahore,PKR 19.5 lacs
Hyundai Santro  2003 Club GV ,2011,Automatic,"81,000",Petrol,2700,Lahore,PKR 1.79 crore
Honda City  2021 Aspire Prosmatec 1.5 i-VTEC ,2019,Automatic,"19,200",Petrol,660,Lahore,PKR 28.75 lacs
Nissan Wingroad  2006 15M Four Plus Navi HDD Safety ,2011,Manual,"91,000",Petrol,800,Lahore,PKR 7.1 lacs
Honda City 5th Generation 2011 1.3 i-VTEC ,2020,Automatic,"80,000",Petrol,1600,Lahore,PKR 49 lacs
KIA Sport,1996,Automatic,"75,000",Petrol,2700,Lahore,PKR 29.25 lacs
Audi,2010,Manual,"120,000",Petrol,1800,Lahore,PKR 18.25 lacs
Toyota Ya,2018,Automatic,"106,000",Petrol,1800,Lahore,PKR 51 lacs
Honda C,2019,Manual,"64,000",Petrol,1000,Lahore,PKR 23.5 lacs
Suzuki Cul,2007,Manual,"100,000",Petrol,1800,Lahore,PKR 18.6 lacs
Toyota Coro,2018,Automatic,"120,000",Petrol,1800,Lahore,PKR 55 lacs
Toyota Pr,2021,Automatic,"10,700",Hybrid,659,Lahore,PKR 37.95 lacs
Honda C,2020,Automatic,98,Petrol,1000,Lahore,PKR 46.95 lacs
Honda N ,2005,Manual,"80,000",Diesel,3000,Lahore,PKR 38.4 lacs
Suzuki Cul,2021,Automatic,"26,000",Diesel,2800,Lahore,PKR 1.27 crore
Suzuki Alto  2020 L limited 40th anniversary edition ,2020,Automatic,"45,263",Petrol,1800,Lahore,PKR 57.25 lacs
Suzuki Wagon R  2020 VXL ,2002,Automatic,"138,000",Petrol,2500,Lahore,Call
Hyundai Tucson  2021 AWD A/T Ultimate ,2014,Automatic,"94,700",Petrol,4000,Lahore,PKR 2.47 crore
Honda Civic  2015 VTi Oriel Prosmatec 1.8 i-VTEC ,2016,Automatic,"150,000",Hybrid,1198,Lahore,PKR 37 lacs
Range Rover Vogue  2020 P400e ,2017,Automatic,"88,000",Petrol,1500,Lahore,PKR 1.55 crore
Toyota Land Cruiser  2016 ZX G-Frontier ,2018,Automatic,"80,000",Hybrid,2487,Lahore,PKR 2.45 crore
Mitsubishi Mirage  2013 1.0 G ,2022,Automatic,500,Electric,120.0,Lahore,Call
Honda Civic  2006 VTi Oriel UG 1.6 ,2021,Automatic,"10,000",Electric,60.0,Lahore,PKR 2.6 crore
Honda Civic 11th Generation 2024 RS ,2018,Automatic,"11,000",Petrol,2700,Lahore,PKR 3.05 crore
FAW X-PV  2021 Dual AC ,2023,Automatic,"30,000",Diesel,2800,Lahore,PKR 1.5 crore
Toyota Mark X  2005 300G ,2020,Automatic,"40,000",Petrol,1600,Lahore,PKR 2.2 crore
Honda Civic  2002 VTi Oriel Prosmatec 1.6 ,2019,Automatic,"24,000",Petrol,2700,Lahore,PKR 3.12 crore
